1580,1336,1096,1480,1432,448,496,0
1580,1384,1096,1480,1432,452,496,0
1588,1384,1096,1480,1432,452,496,0
1572,1376,1096,1472,1424,444,488,0
1588,1384,1096,1488,1440,456,504,0
1572,1376,1096,1472,1424,444,488,0
1588,1344,1096,1488,1440,456,504,0
1572,1376,1096,1472,1424,444,488,0
1584,1340,1100,1484,1436,452,500,0
1576,1376,1092,1472,1424,440,488,0
1576,1380,1092,1476,1428,448,492,0
1576,1380,1096,1476,1428,448,492,0
1576,1380,1096,1480,1428,448,492,0
1576,1380,1096,1476,1428,448,492,0
1576,1380,1096,1480,1428,448,492,0
1576,1380,1100,1476,1428,448,492,0
1584,1380,1096,1484,1428,456,500,0
1572,1376,1096,1476,1424,444,492,0
1584,1340,1096,1484,1436,456,500,0
1572,1376,1096,1472,1424,444,488,0
1588,1344,1096,1488,1436,456,500,0
1580,1376,1096,1472,1424,444,488,0
1580,1384,1096,1480,1432,448,496,0
1580,1384,1096,1480,1432,448,496,0
1580,1384,1096,1480,1432,452,496,0
1580,1384,1096,1480,1432,452,496,0
1580,1384,1096,1480,1432,452,496,0
1580,1384,1104,1480,1432,452,496,0
1584,1384,1096,1488,1432,452,504,0
1572,1372,1092,1472,1424,440,488,0
1584,1340,1096,1484,1436,456,500,0
1572,1376,1096,1472,1424,444,488,0
1584,1340,1096,1488,1436,456,500,0
1576,1376,1096,1472,1424,444,488,0
1580,1336,1096,1480,1432,452,496,0
1580,1376,1096,1480,1432,448,496,0
1576,1380,1096,1480,1428,448,496,0
1576,1380,1092,1476,1428,448,492,0
1580,1384,1096,1480,1432,452,496,0
1576,1380,1100,1480,1428,448,496,0
1580,1380,1092,1476,1428,448,492,0
1572,1372,1092,1472,1424,440,488,0
1584,1388,1096,1484,1436,456,500,0
1572,1376,1096,1472,1424,444,488,0
1584,1340,1096,1484,1436,456,500,0
1572,1372,1092,1472,1420,440,488,0
1584,1340,1100,1484,1436,452,500,0
1580,1376,1096,1480,1424,444,496,0
1576,1380,1096,1476,1428,448,496,0
1580,1384,1096,1480,1432,452,496,0
1580,1384,1096,1480,1432,448,496,0
1576,1380,1096,1476,1428,448,492,0
1584,1384,1096,1480,1432,452,496,0
1572,1372,1092,1472,1420,440,488,0
1584,1380,1096,1484,1436,452,500,0
1572,1376,1096,1472,1424,444,488,0
1584,1336,1096,1484,1436,456,500,0
1572,1376,1096,1476,1424,444,492,0
1584,1384,1100,1484,1436,452,500,0
1576,1376,1096,1472,1424,444,488,0
1576,1380,1092,1476,1428,448,492,0
1580,1384,1096,1480,1432,448,496,0
1576,1380,1096,1480,1428,448,496,0
1580,1384,1096,1480,1432,452,496,0
1580,1376,1096,1480,1432,448,496,0
1576,1380,1100,1476,1428,448,492,0
1584,1376,1096,1488,1432,452,504,0
1572,1376,1092,1472,1424,440,488,0
1584,1380,1096,1484,1436,456,500,0
1572,1376,1096,1472,1424,444,488,0
1584,1380,1096,1484,1436,456,500,0
1580,1376,1096,1476,1424,444,492,0
1580,1376,1096,1480,1428,448,496,0
1576,1376,1096,1476,1428,448,492,0
1580,1376,1096,1480,1424,452,496,0
1576,1380,1096,1480,1428,448,496,0
1576,1372,1092,1476,1420,448,492,0
1580,1380,1100,1480,1432,448,496,0
1584,1376,1096,1480,1424,448,496,0
1572,1376,1096,1472,1424,444,488,0
1584,1380,1096,1484,1428,456,500,0
1572,1376,1096,1472,1424,444,488,0
1584,1384,1096,1488,1432,456,504,0
1572,1376,1092,1472,1424,440,488,0
1584,1380,1100,1476,1428,448,500,0
1576,1376,1096,1476,1424,444,492,0
1580,1376,1096,1476,1424,444,496,0
