104,52,52,52,104,4,4,0.00
100,52,52,52,100,4,4,0.00
100,48,48,48,100,4,4,0.00
100,48,48,48,100,48,48,0.00
156,48,48,48,108,48,48,0.00
152,48,48,48,100,48,48,0.00
104,52,52,52,104,4,4,0.00
112,56,56,56,112,4,4,0.00
104,52,52,52,104,4,4,0.00
152,48,48,48,100,48,48,0.00
112,48,48,48,112,48,48,0.00
152,48,48,48,100,48,48,0.00
104,52,52,52,104,4,4,0.00
108,52,52,52,108,4,4,0.00
100,52,52,52,100,4,4,0.00
152,48,48,48,100,48,48,0.00
148,48,48,48,100,48,48,0.00
156,48,48,48,100,48,48,0.00
104,52,52,52,104,4,4,0.00
100,52,52,52,100,4,4,0.00
108,48,48,48,108,4,4,0.00
148,48,48,48,100,48,48,0.00
152,48,48,48,100,48,48,0.00
152,48,48,48,100,48,48,0.00
100,52,52,52,100,4,4,0.00
100,48,48,48,100,4,4,0.00
100,52,52,52,100,4,4,0.00
148,48,48,48,100,48,48,0.00
152,48,48,48,100,48,48,0.00
100,48,48,48,100,48,48,0.00
100,52,52,52,100,4,4,0.00
104,52,52,52,104,4,4,0.00
104,52,52,52,104,4,4,0.00
112,60,60,60,112,4,4,0.00
152,48,48,48,100,48,48,0.00
100,48,48,48,100,48,48,0.00
108,56,56,56,108,12,12,0.00
100,52,52,52,100,4,4,0.00
100,48,48,48,100,48,48,0.00
156,48,48,48,108,48,48,0.00
156,48,48,48,104,48,48,0.00
100,48,48,48,100,48,48,0.00
100,48,48,48,100,4,4,0.00
104,52,52,52,104,4,4,0.00
100,48,48,48,100,48,48,0.00
156,48,48,48,108,48,48,0.00
152,48,48,48,100,48,48,0.00
108,48,48,48,108,4,4,0.00
108,60,60,60,108,12,12,0.00
100,48,48,48,100,0,0,0.00
108,48,48,48,108,48,48,0.00
156,48,48,48,108,48,48,0.00
152,48,48,48,100,48,48,0.00
104,52,52,52,104,4,4,0.00
104,52,52,52,104,4,4,0.00
100,52,52,52,100,4,4,0.00
152,48,48,48,100,48,48,0.00
156,48,48,48,108,48,48,0.00
152,48,48,48,100,48,48,0.00
104,52,52,52,104,4,4,0.00
108,56,56,56,108,4,4,0.00
100,48,48,48,100,0,0,0.00
152,48,48,48,104,48,48,0.00
156,48,48,48,104,48,48,0.00
152,48,48,48,100,48,48,0.00
100,52,52,52,100,4,4,0.00
108,56,56,56,108,4,4,0.00
104,52,52,52,104,4,4,0.00
152,48,48,48,100,48,48,0.00
156,48,48,48,100,48,48,0.00
152,48,48,48,100,48,48,0.00
100,52,52,52,100,4,4,0.00
108,52,52,52,108,4,4,0.00
104,52,52,52,104,4,4,0.00
152,48,48,48,100,48,48,0.00
148,44,44,44,100,44,44,0.00
100,48,48,48,100,48,48,0.00
108,60,60,60,108,4,4,0.00
100,52,52,52,100,4,4,0.00
100,48,48,48,100,48,48,0.00
156,52,52,52,104,52,52,0.00
148,44,44,44,100,44,44,0.00
100,48,48,48,100,48,48,0.00
100,52,52,52,100,4,4,0.00
100,52,52,52,100,4,4,0.00
100,48,48,48,100,48,48,0.00
152,48,48,48,100,48,48,0.00
156,56,56,56,108,56,56,0.00
104,52,52,52,104,4,4,0.00
104,52,52,52,104,4,4,0.00
104,56,56,56,104,8,8,0.00
100,48,48,48,100,48,48,0.00
152,48,48,48,100,48,48,0.00
152,48,48,48,100,48,48,0.00
100,52,52,52,100,4,4,0.00
100,52,52,52,100,4,4,0.00
104,52,52,52,104,4,4,0.00
152,48,48,48,100,48,48,0.00
148,48,48,48,100,48,48,0.00
152,48,48,48,100,48,48,0.00
104,52,52,52,104,4,4,0.00
100,52,52,52,100,4,4,0.00
104,52,52,52,104,4,4,0.00
100,48,48,48,100,48,48,0.00
156,48,48,48,104,48,48,0.00
148,48,48,48,100,48,48,0.00
100,48,48,48,100,0,0,0.00
112,56,56,56,112,0,0,0.00
100,48,48,48,100,4,4,0.00
148,48,48,48,100,48,48,0.00
164,48,48,48,112,48,48,0.00
152,48,48,48,100,48,48,0.00
104,52,52,52,104,4,4,0.00
108,56,56,56,108,4,4,0.00
104,52,52,52,104,4,4,0.00
152,48,48,48,100,48,48,0.00
156,48,48,48,100,48,48,0.00
108,48,48,48,108,48,48,0.00
104,52,52,52,104,4,4,0.00
104,52,52,52,104,4,4,0.00
108,52,52,52,108,4,4,0.00
148,48,48,48,100,48,48,0.00
152,48,48,48,100,48,48,0.00
100,48,48,48,100,48,48,0.00
100,52,52,52,100,4,4,0.00
104,52,52,52,104,4,4,0.00
100,48,48,48,100,48,48,0.00
148,48,48,48,100,48,48,0.00
148,48,48,48,100,48,48,0.00
100,48,48,48,100,48,48,0.00
104,52,52,52,104,4,4,0.00
104,52,52,52,104,4,4,0.00
100,48,48,48,100,48,48,0.00
148,48,48,48,100,48,48,0.00
148,48,48,48,100,48,48,0.00
104,52,52,52,104,4,4,0.00
104,52,52,52,104,4,4,0.00
100,48,48,48,100,4,4,0.00
148,48,48,48,100,48,48,0.00
152,48,48,48,100,48,48,0.00
108,56,56,56,108,12,12,0.00
104,52,52,52,104,4,4,0.00
104,52,52,52,104,4,4,0.00
108,60,60,60,108,4,4,0.00
148,44,44,44,100,44,44,0.00
156,52,52,52,104,52,52,0.00
148,48,48,48,100,48,48,0.00
108,52,52,52,108,4,4,0.00
104,52,52,52,104,4,4,0.00
100,52,52,52,100,4,4,0.00
156,48,48,48,100,48,48,0.00
156,52,52,52,104,52,52,0.00
148,48,48,48,100,48,48,0.00
104,52,52,52,104,4,4,0.00
108,56,56,56,108,8,8,0.00
100,48,48,48,100,4,4,0.00
152,48,48,48,100,48,48,0.00
156,48,48,48,108,48,48,0.00
152,48,48,48,100,48,48,0.00
100,48,48,48,100,4,4,0.00
112,60,60,60,112,4,4,0.00
100,48,48,48,100,4,4,0.00
148,44,44,44,100,44,44,0.00
156,48,48,48,100,48,48,0.00
100,48,48,48,100,48,48,0.00
104,52,52,52,104,4,4,0.00
100,52,52,52,100,4,4,0.00
104,52,52,52,104,4,4,0.00
152,48,48,48,100,48,48,0.00
148,48,48,48,100,48,48,0.00
108,56,56,56,108,56,4,0.00
104,52,52,52,104,4,4,0.00
100,48,48,48,100,4,4,0.00
104,48,48,48,104,48,48,0.00
152,48,48,48,100,48,48,0.00
148,48,48,48,100,48,48,0.00
100,48,48,48,100,48,48,0.00
104,52,52,52,104,4,4,0.00
100,52,52,52,100,4,4,0.00
100,48,48,48,100,48,48,0.00
156,48,48,48,100,48,48,0.00
148,48,48,48,100,48,48,0.00
100,48,48,48,100,4,4,0.00
104,52,52,52,104,4,4,0.00
104,52,52,52,104,4,4,0.00
152,48,48,48,100,48,48,0.00
152,48,48,48,100,48,48,0.00
152,48,48,48,100,48,48,0.00
100,48,48,48,100,4,4,0.00
100,48,48,48,100,4,4,0.00
104,52,52,52,104,4,4,0.00
152,48,48,48,100,48,48,0.00
156,52,52,52,104,52,52,0.00
148,48,48,48,100,48,48,0.00
100,52,52,52,100,4,4,0.00
100,52,52,52,100,4,4,0.00
104,52,52,52,104,4,4,0.00
148,48,48,48,100,48,48,0.00
156,56,56,56,108,56,56,0.00
152,48,48,48,100,48,48,0.00
100,52,52,52,100,4,4,0.00
104,52,52,52,104,4,4,0.00
