1620,1428,1192,1572,1524,452,540,0
1576,1432,1184,1576,1528,456,544,0
1612,1416,1184,1564,1512,440,532,0
1576,1428,1184,1576,1476,452,544,0
1612,1416,1184,1564,1512,440,532,0
1576,1432,1192,1576,1528,456,548,0
1572,1420,1188,1572,1524,452,540,0
1568,1424,1184,1568,1520,448,540,0
1568,1424,1184,1568,1520,448,540,0
1568,1424,1184,1568,1520,448,540,0
1568,1424,1192,1568,1520,448,540,0
1576,1424,1184,1576,1520,448,540,0
1564,1416,1184,1564,1512,440,532,0
1580,1432,1188,1580,1480,456,548,0
1616,1420,1188,1564,1516,444,536,0
1576,1432,1188,1576,1480,456,544,0
1616,1420,1184,1564,1516,444,532,0
1576,1432,1192,1576,1480,456,544,0
1568,1420,1184,1568,1520,444,540,0
1568,1424,1184,1568,1520,448,540,0
1572,1424,1188,1572,1520,448,540,0
1572,1428,1188,1572,1520,452,540,0
1572,1428,1192,1572,1524,452,540,0
1568,1424,1184,1568,1520,448,540,0
1568,1424,1192,1568,1520,448,540,0
1576,1420,1184,1576,1480,456,544,0
1564,1420,1184,1564,1516,444,532,0
1580,1428,1188,1580,1480,456,548,0
1616,1420,1188,1564,1516,444,536,0
1576,1424,1192,1576,1480,456,544,0
1572,1420,1188,1572,1516,444,540,0
1572,1420,1188,1572,1524,452,540,0
1568,1424,1184,1568,1520,448,536,0
1568,1420,1184,1568,1520,440,540,0
1620,1424,1184,1568,1520,448,540,0
1572,1420,1184,1572,1520,448,540,0
1572,1428,1192,1572,1520,448,540,0
1580,1420,1188,1580,1480,452,548,0
1616,1420,1188,1564,1516,444,536,0
1576,1424,1188,1576,1480,456,544,0
1616,1420,1184,1564,1516,444,532,0
1576,1432,1192,1576,1480,456,544,0
1620,1420,1184,1568,1520,444,540,0
1572,1424,1184,1572,1520,448,540,0
1620,1428,1188,1572,1520,448,540,0
1572,1428,1188,1572,1524,452,540,0
1568,1424,1192,1568,1520,448,540,0
1576,1424,1184,1576,1520,448,544,0
1616,1420,1188,1564,1516,444,536,0
1576,1432,1188,1576,1480,456,548,0
1616,1420,1188,1564,1516,444,536,0
1576,1384,1192,1576,1480,456,544,0
1564,1420,1188,1564,1516,444,532,0
1576,1432,1192,1576,1480,456,544,0
1568,1420,1184,1568,1520,448,540,0
1620,1424,1184,1568,1520,448,540,0
1572,1424,1188,1572,1520,448,540,0
1572,1428,1188,1572,1524,452,540,0
1568,1424,1188,1568,1520,448,536,0
1576,1424,1184,1576,1524,448,544,0
1616,1420,1188,1564,1516,444,536,0
1576,1432,1188,1576,1528,456,544,0
1612,1420,1184,1564,1516,444,532,0
1576,1384,1188,1576,1480,452,544,0
1568,1416,1184,1568,1512,440,532,0
1572,1376,1184,1572,1520,448,540,0
1572,1428,1188,1572,1520,448,540,0
1572,1428,1188,1572,1524,452,540,0
1568,1424,1184,1568,1520,448,540,0
1568,1424,1184,1568,1520,448,540,0
1568,1424,1192,1568,1520,448,540,0
1576,1424,1184,1576,1520,448,544,0
1612,1416,1184,1564,1512,440,532,0
1580,1388,1188,1580,1480,456,548,0
1616,1420,1188,1564,1516,444,536,0
1580,1384,1192,1580,1480,456,548,0
1564,1420,1188,1564,1516,444,536,0
1572,1380,1188,1572,1476,452,540,0
1572,1424,1188,1572,1520,448,540,0
1572,1428,1188,1572,1476,452,540,0
1568,1424,1184,1568,1520,448,540,0
1568,1424,1184,1568,1520,448,540,0
1572,1424,1192,1572,1472,448,540,0
1576,1428,1188,1576,1524,452,540,0
