204,96,96,148,148,48,48,0.00
196,96,96,96,148,48,48,0.00
196,96,96,96,144,48,48,0.00
240,140,140,140,140,48,48,0.00
244,144,144,144,144,48,48,0.00
196,96,96,96,148,48,48,0.00
200,92,92,92,152,48,48,0.00
196,96,96,96,148,48,48,0.00
244,140,140,140,140,48,48,0.00
240,140,140,140,140,48,48,0.00
244,144,144,144,144,48,48,0.00
196,96,96,96,148,48,48,0.00
204,96,96,96,152,48,48,0.00
244,96,96,96,144,48,48,0.00
248,148,148,148,148,48,48,0.00
248,148,148,148,148,48,48,0.00
200,92,92,92,144,48,48,0.00
196,96,96,96,148,48,48,0.00
204,96,96,152,152,48,48,0.00
244,144,144,144,144,48,48,0.00
244,140,140,140,140,48,48,0.00
196,96,96,144,144,48,48,0.00
196,92,92,92,144,48,48,0.00
200,100,100,100,152,48,48,0.00
208,104,104,152,152,56,56,0.00
256,144,144,144,144,48,48,0.00
252,144,96,144,144,48,48,0.00
196,96,96,96,144,48,48,0.00
196,96,96,96,148,48,48,0.00
244,140,140,140,140,48,48,0.00
240,140,140,140,140,48,48,0.00
244,144,144,144,144,48,48,0.00
196,96,96,96,148,48,48,0.00
196,96,96,96,148,48,48,0.00
204,96,96,152,152,48,48,0.00
244,144,144,144,144,48,48,0.00
244,140,140,140,140,48,48,0.00
196,96,96,144,144,48,48,0.00
196,96,96,96,144,48,48,0.00
196,96,96,96,144,48,48,0.00
244,144,144,144,144,48,48,0.00
244,140,140,140,140,48,48,0.00
196,96,96,144,144,48,48,0.00
204,104,104,104,152,48,48,0.00
204,96,96,96,152,48,48,0.00
252,148,148,148,148,48,48,0.00
248,140,140,140,140,48,48,0.00
244,140,140,140,140,48,48,0.00
196,96,96,96,144,48,48,0.00
196,96,96,96,148,48,48,0.00
244,144,96,144,144,48,48,0.00
244,144,144,144,144,48,48,0.00
244,96,96,144,144,48,48,0.00
200,92,92,92,152,48,48,0.00
200,92,92,92,144,48,48,0.00
196,96,96,144,144,48,48,0.00
240,140,140,140,140,48,48,0.00
244,140,140,140,140,48,48,0.00
192,92,92,144,144,48,48,0.00
200,96,96,96,152,48,48,0.00
196,96,96,96,148,48,48,0.00
252,100,100,152,152,48,48,0.00
248,148,148,148,148,48,48,0.00
200,96,96,148,148,48,48,0.00
196,96,96,96,148,48,48,0.00
204,96,96,96,148,48,48,0.00
240,140,140,140,140,48,48,0.00
244,140,140,140,140,48,48,0.00
240,140,140,140,140,48,48,0.00
196,96,96,96,148,48,48,0.00
196,92,92,92,144,48,48,0.00
208,100,100,100,160,48,48,0.00
252,140,140,140,140,48,48,0.00
248,144,144,144,144,48,48,0.00
196,96,96,144,144,48,48,0.00
196,92,92,92,144,48,48,0.00
196,96,96,144,144,48,48,0.00
240,140,140,140,140,48,48,0.00
248,144,144,144,144,52,52,0.00
204,96,96,96,152,48,48,0.00
196,96,96,96,144,48,48,0.00
200,92,92,92,144,48,48,0.00
244,140,140,140,140,48,48,0.00
240,140,140,140,140,48,48,0.00
